Cleanup Name,Location Address,City Name,State Code,Postal Code,County Name,EPA ID,Brownfields Link CSV,RCRA CSV,Superfund Link CSV,ECHO Link CSV,Response Link CSV,RE-Powering CSV,FRS Link CSV,Map Site CSV
SPARTECH TOWNSEND,4400 VANDALIA RD.,PLEASANT HILL,IA,50327,POLK,IAD005277231,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:IAD005277231,,https://echo.epa.gov/detailed-facility-report?fid=110000413179,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000413179,"https://map22.epa.gov/cimc/latLong&params=41.568885,-93.528058"
SCHLAGE LOCK,3899 HANCOCK EXPY,COLORADO SPRINGS,CO,80911,EL PASO,COD082657420,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:COD082657420,,https://echo.epa.gov/detailed-facility-report?fid=110000467753,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000467753,"https://map22.epa.gov/cimc/latLong&params=38.77602,-104.73879"
HF SINCLAIR PARCO REFINING COMPANY LLC,100 EAST LINCOLN AVENUE,SINCLAIR,WY,82334,CARBON,WYD079959185,,https://www.epa.gov/hwcorrectiveactionsites/epa-rcra-id-WYD079959185,,https://echo.epa.gov/detailed-facility-report?fid=110000468093,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000468093,"https://map22.epa.gov/cimc/latLong&params=41.77899,-107.104"
US DOI BUREAU OF RECLAMATION YUMA DESALTING PROJECT,7301 S CALLE AGUA SALADA,YUMA,AZ,85364,YUMA,AZ3142390027,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0903418,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000471793,"https://map22.epa.gov/cimc/latLong&params=32.726389,-114.705556"
CHILDERS PRODUCTS CO,2061 HARTEL STREET,LEVITTOWN,PA,19057,BUCKS,PAD064361926,,https://www.epa.gov/node/130125,,https://echo.epa.gov/detailed-facility-report?fid=110000336431,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000336431,"https://map22.epa.gov/cimc/latLong&params=40.132387,-74.842856"
BRIGHTSMITH LLC/FALLS TWP,120 ENTERPRISE AVENUE,MORRISVILLE,PA,19067,BUCKS,PAD073739005,,https://www.epa.gov/node/129835,,https://echo.epa.gov/detailed-facility-report?fid=110000336495,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000336495,"https://map22.epa.gov/cimc/latLong&params=40.169148,-74.76595"
PHILADELPHIA ENERGY SOLUTIONS COMPLEX (GIRARD POINT),3144 PASSYUNK AVENUE,PHILADELPHIA,PA,19145,PHILADELPHIA,PAD002289700,,https://www.epa.gov/node/134231,,https://echo.epa.gov/detailed-facility-report?fid=110000336994,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000336994,"https://map22.epa.gov/cimc/latLong&params=39.912598,-75.199429"
PHILADELPHIA ENERGY SOLUTIONS COMPLEX (GIRARD POINT),3144 PASSYUNK AVENUE,PHILADELPHIA,PA,19145,PHILADELPHIA,PAD049791098,,https://www.epa.gov/node/134227,,https://echo.epa.gov/detailed-facility-report?fid=110000336994,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000336994,"https://map22.epa.gov/cimc/latLong&params=39.912598,-75.199429"
QUAD / GRAPHICS ATGLEN,4581 LOWER VALLEY ROAD,ATGLEN,PA,19310,CHESTER,PAD051397768,,https://www.epa.gov/node/133953,,https://echo.epa.gov/detailed-facility-report?fid=110000337127,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000337127,"https://map22.epa.gov/cimc/latLong&params=39.952135,-75.950223"
DELPHI ELECTRONICS & SAFETY SYSTEMS,7929 SOUTH HOWELL AVENUE,OAK CREEK,WI,53154,MILWAUKEE,WID071147813,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:WID071147813,,https://echo.epa.gov/detailed-facility-report?fid=110000417674,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000417674,"https://map22.epa.gov/cimc/latLong&params=42.89899,-87.91176"
"JOY GLOBAL SURFACE MINING, INC.",4400 W NATIONAL AVE,MILWAUKEE,WI,53214,MILWAUKEE,WID096348321,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:WID096348321,,https://echo.epa.gov/detailed-facility-report?fid=110000418156,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000418156,"https://map22.epa.gov/cimc/latLong&params=43.02094,-87.96818"
VALERO PARTNERS LA LLC- TERMINAL,14902 RIVER RD,NORCO,LA,70079,ST CHARLES,LAD000225862,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:LAD000225862,,https://echo.epa.gov/detailed-facility-report?fid=110000448659,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000448659,"https://map22.epa.gov/cimc/latLong&params=29.985278,-90.392778"
MICHOUD ASSEMBLY FACILITY,13800 OLD GENTILLY ROAD,NEW ORLEANS,LA,70129,ORLEANS,LAD980621536,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600531,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000449088,"https://map22.epa.gov/cimc/latLong&params=29.963333,-90.063333"
CHEMICAL WASTE MANAGEMENT - LA KE CHARLES FACILITY,7170 JOHN BRANNON ROAD,SULPHUR,LA,70665,CALCASIEU,LAD000777201,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:LAD000777201,,https://echo.epa.gov/detailed-facility-report?fid=110000449612,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000449612,"https://map22.epa.gov/cimc/latLong&params=30.12044,-93.40128"
DELTECH MONOMERS OPCO,11911 SCENIC HIGHWAY,BATON ROUGE,LA,70807,EAST BATON ROUGE,LAD008188583,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:LAD008188583,,https://echo.epa.gov/detailed-facility-report?fid=110000450002,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000450002,"https://map22.epa.gov/cimc/latLong&params=30.553364,-91.202428"
LEDVANCE LLC - GLASS PLANT,1000 TYRONE PIKE,VERSAILLES,KY,40383,WOODFORD COUNTY,KYD068339217,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:KYD068339217,,https://echo.epa.gov/detailed-facility-report?fid=110000379046,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000379046,"https://map22.epa.gov/cimc/latLong&params=38.04449,-84.75366"
HACCO INC,110 W HOPKINS RD,RANDOLPH,WI,53956,DODGE,WID006075352,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:WID006075352,,https://echo.epa.gov/detailed-facility-report?fid=110000420599,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000420599,"https://map22.epa.gov/cimc/latLong&params=43.53838,-88.9969"
PARKAN INTERNATIONAL LLC,5521 ARMOUR DR.,HOUSTON,TX,77020,HARRIS,TXD008105959,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TXD008105959,,https://echo.epa.gov/detailed-facility-report?fid=110000461189,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000461189,"https://map22.epa.gov/cimc/latLong&params=29.75765,-95.31502"
INEOS AMERICAS PASADENA SITE,3503 PASADENA FWY,PASADENA,TX,77503,HARRIS,TXD093565653,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TXD093565653,,https://echo.epa.gov/detailed-facility-report?fid=110000462623,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000462623,"https://map22.epa.gov/cimc/latLong&params=29.73,-95.154722"
CHEVRON PHILLIPS CHEMICAL,1400 JEFFERSON,PASADENA,TX,77506,HARRIS,TXD008098725,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TXD008098725,,https://echo.epa.gov/detailed-facility-report?fid=110000462730,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000462730,"https://map22.epa.gov/cimc/latLong&params=29.731,-95.189"
CALLAWAY GOLF BALL OPERATIONS INC,425 MEADOW STREET,CHICOPEE,MA,01013,HAMPDEN,MAD001113331,,https://www.epa.gov/hwcorrectiveactionsites/epa-rcra-id-MAD001113331,,https://echo.epa.gov/detailed-facility-report?fid=110000307953,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000307953,"https://map22.epa.gov/cimc/latLong&params=42.17553,-72.61462"
ASHLAND CHEMICAL COMPANY,204 MADISON ST,MENASHA,WI,54952,WINNEBAGO,WID000713602,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:WID000713602,,https://echo.epa.gov/detailed-facility-report?fid=110000423417,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000423417,"https://map22.epa.gov/cimc/latLong&params=44.19506,-88.4591"
HOLTRACHEM MANUFACTURING CO,99 INDUSTRIAL WAY,ORRINGTON,ME,04474,PENOBSCOT,MED000242701,,https://www.epa.gov/hwcorrectiveactionsites/epa-rcra-id-MED000242701,,https://echo.epa.gov/detailed-facility-report?fid=110000314598,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000314598,"https://map22.epa.gov/cimc/latLong&params=44.74005,-68.82469"
BATH IRON WORKS,700 WASHINGTON ST.,BATH,ME,04530,SAGADAHOC,MED041460247,,https://www.epa.gov/hwcorrectiveactionsites/epa-rcra-id-MED041460247,,https://echo.epa.gov/detailed-facility-report?fid=110000314605,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000314605,"https://map22.epa.gov/cimc/latLong&params=43.91,-69.815"
HAMILTON SUNDSTRAND CORP,1 HAMILTON RD,WINDSOR LOCKS,CT,06096,HARTFORD,CTD001145341,,https://www.epa.gov/hwcorrectiveactionsites/epa-rcra-id-CTD001145341,,https://echo.epa.gov/detailed-facility-report?fid=110000315588,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000315588,"https://map22.epa.gov/cimc/latLong&params=41.922761,-72.693685"
UNIVAR USA INC,6000 CASTEEL DR,CORAOPOLIS,PA,15108,ALLEGHENY,PAD061779815,,https://www.epa.gov/node/134531,,https://echo.epa.gov/detailed-facility-report?fid=110000618378,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000618378,"https://map22.epa.gov/cimc/latLong&params=40.455723,-80.17478"
UNITED ENVIRONMENTAL GROUP,241 MCALEER RD,SEWICKLEY,PA,15143,ALLEGHENY,PAD987283140,,https://www.epa.gov/node/134523,,https://echo.epa.gov/detailed-facility-report?fid=110000618494,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000618494,"https://map22.epa.gov/cimc/latLong&params=40.556198,-80.086856"
BETHLEHEM APPARATUS CO INC,935 BETHLEHEM DRIVE,BETHLEHEM,PA,18017,NORTHAMPTON,PA0000453084,,https://www.epa.gov/node/129617,,https://echo.epa.gov/detailed-facility-report?fid=110000618528,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000618528,"https://map22.epa.gov/cimc/latLong&params=40.625992,-75.354873"
"RHO-CHEM, LLC",425 ISIS AVE,INGLEWOOD,CA,90301,LOS ANGELES COUNTY,CAD008364432,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CAD008364432,,https://echo.epa.gov/detailed-facility-report?fid=110000475030,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000475030,"https://map22.epa.gov/cimc/latLong&params=33.95785,-118.37533"
DOW CHEMICAL CO,305 CRENSHAW BOULEVARD,TORRANCE,CA,90503,LOS ANGELES,CAD009547050,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CAD009547050,,https://echo.epa.gov/detailed-facility-report?fid=110000475138,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000475138,"https://map22.epa.gov/cimc/latLong&params=33.84641,-118.32878"
SHELL OIL CO DOMINGUEZ FACILITY,20945 S WILMINGTON AVE,LONG BEACH,CA,90810,LOS ANGELES,CAD066676123,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CAD066676123,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0901525,https://echo.epa.gov/detailed-facility-report?fid=110000476164,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000476164,"https://map22.epa.gov/cimc/latLong&params=33.83937,-118.23673"
INVISTA S.A.R.L.,643 HIGHWAY 1 S,LUGOFF,SC,29078,KERSHAW,SCD003344363,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:SCD003344363,,https://echo.epa.gov/detailed-facility-report?fid=110000587179,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000587179,"https://map22.epa.gov/cimc/latLong&params=34.2375,-80.645833"
MEMC ELECTRONIC MATERIALS INCORPORATED,7601 HIGHWAY 221 SOUTH,MOORE,SC,29369,SPARTANBURG,SCD098400948,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:SCD098400948,,https://echo.epa.gov/detailed-facility-report?fid=110000587384,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000587384,"https://map22.epa.gov/cimc/latLong&params=34.80773,-82.00642"
NEXEO SOLUTIONS LLC DORAVILLE,4550 N.E. EXPRESSWAY,DORAVILLE,GA,30340,DEKALB,GAD066465824,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:GAD066465824,,https://echo.epa.gov/detailed-facility-report?fid=110000587945,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000587945,"https://map22.epa.gov/cimc/latLong&params=33.895964,-84.253655"
SEITZINGER LLC-FKA SEITZINGER INC OP FAC,900 JOSEPH E LOWERY BLVD,ATLANTA,GA,30318,FULTON,GAD990675118,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:GAD990675118,,https://echo.epa.gov/detailed-facility-report?fid=110000611856,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000611856,"https://map22.epa.gov/cimc/latLong&params=33.779189,-84.417328"
EUROFINS TESTAMERICA KNOXVILLE,5815 MIDDLEBROOK PIKE,KNOXVILLE,TN,37921,KNOX,TND054692967,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TND054692967,,https://echo.epa.gov/detailed-facility-report?fid=110000619019,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000619019,"https://map22.epa.gov/cimc/latLong&params=35.953464,-84.010767"
SOLAR TURBINES INC,4200 RUFFIN ROAD,SAN DIEGO,CA,92123,SAN DIEGO,CAT000626549,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CAT000626549,,https://echo.epa.gov/detailed-facility-report?fid=110000478974,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000478974,"https://map22.epa.gov/cimc/latLong&params=32.81903,-117.1261"
TELEDYNE CONTINENTAL MOTORS BATTERY PRODUCTS OPERATION,840 WEST BROCKTON AVE,REDLANDS,CA,92374,SAN BERNARDINO,CAD008386641,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CAD008386641,,https://echo.epa.gov/detailed-facility-report?fid=110000479401,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000479401,"https://map22.epa.gov/cimc/latLong&params=34.06649,-117.19391"
CENTRAL WIRE GROUP,2500 S A ST,PERRIS,CA,92570,RIVERSIDE,CAD059277137,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CAD059277137,,https://echo.epa.gov/detailed-facility-report?fid=110000479688,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000479688,"https://map22.epa.gov/cimc/latLong&params=33.75041,-117.23612"
GREEN RIVER STEEL CORP,4701 U.S. HWY. 60 E.,OWENSBORO,KY,42303,DAVIESS,KYD062951801,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:KYD062951801,,https://echo.epa.gov/detailed-facility-report?fid=110000591342,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000591342,"https://map22.epa.gov/cimc/latLong&params=37.77871,-87.17907"
BF GOODRICH TIRE MANUFACTURING,18906 U.S. 24 E.,WOODBURN,IN,46797,ALLEN,IND005421987,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:IND005421987,,https://echo.epa.gov/detailed-facility-report?fid=110000592458,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000592458,"https://map22.epa.gov/cimc/latLong&params=41.135806,-84.904667"
SAFETY-KLEEN SYSTEMS WAUKESHA (WAU),2200 S WEST AVE,WAUKESHA,WI,53189,WAUKESHA,WID981097769,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:WID981097769,,https://echo.epa.gov/detailed-facility-report?fid=110000593992,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000593992,"https://map22.epa.gov/cimc/latLong&params=42.972733,-88.234986"
PRIDE REFINING,8050 PRIVATE ROAD 314,ABILENE,TX,79601,TAYLOR,TXD005964598,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TXD005964598,,https://echo.epa.gov/detailed-facility-report?fid=110000619260,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000619260,"https://map22.epa.gov/cimc/latLong&params=32.546651,-99.773424"
"PHIBRO-TECH, INC.",34400 ZWISSIG WAY,UNION CITY,CA,94587,ALAMEDA,CAD981160948,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CAD981160948,,https://echo.epa.gov/detailed-facility-report?fid=110000483600,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000483600,"https://map22.epa.gov/cimc/latLong&params=37.59109,-122.01042"
UNIVAR USA INC,2256 JUNCTION AVENUE,SAN JOSE,CA,95131,SANTA CLARA,CAD010925576,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CAD010925576,,https://echo.epa.gov/detailed-facility-report?fid=110000484690,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000484690,"https://map22.epa.gov/cimc/latLong&params=37.387778,-121.915556"
ERCO WORLDWIDE (USA) INC,101 STATE HIGHWAY 73 SOUTH,NEKOOSA,WI,54457,WOOD,WID046536231,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:WID046536231,,https://echo.epa.gov/detailed-facility-report?fid=110000594198,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000594198,"https://map22.epa.gov/cimc/latLong&params=44.3381,-89.8871"
BELL PLANT 1,600 E HURST BLVD,HURST,TX,76053,TARRANT,TXD980626006,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TXD980626006,,https://echo.epa.gov/detailed-facility-report?fid=110000619698,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000619698,"https://map22.epa.gov/cimc/latLong&params=32.808756,-97.160944"
GALVESTON ENVIRONMENTAL SERVICES,6038 FM 517 AND 146,SAN LEON,TX,77539,GALVESTON,TXD980628028,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TXD980628028,,https://echo.epa.gov/detailed-facility-report?fid=110000619714,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000619714,"https://map22.epa.gov/cimc/latLong&params=29.471891,-94.97377"
MONTICELLO STEAM ELECTRIC STATION & LIGNITE MINE,1574 MONTICELLO PLANT RD,MOUNT PLEASANT,TX,75455,TITUS,TXD054378948,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TXD054378948,,https://echo.epa.gov/detailed-facility-report?fid=110000598835,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000598835,"https://map22.epa.gov/cimc/latLong&params=33.092262,-95.038053"
HUNTSMAN PETROCHEMICAL LLC PORT NECHES FACILITY,HIGHWAY 366 & HOGABOOM ROAD,PORT NECHES,TX,77651,JEFFERSON,TXD008076846,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TXD008076846,,https://echo.epa.gov/detailed-facility-report?fid=110000599567,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000599567,"https://map22.epa.gov/cimc/latLong&params=29.990148,-93.946735"
SMI TEXAS,1 STEEL MILL ROAD,SEGUIN,TX,78155,GUADALUPE,TXD008119414,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TXD008119414,,https://echo.epa.gov/detailed-facility-report?fid=110000599745,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000599745,"https://map22.epa.gov/cimc/latLong&params=29.580917,-98.034639"
