Cleanup Name,Location Address,City Name,State Code,Postal Code,County Name,EPA ID,Brownfields Link CSV,RCRA CSV,Superfund Link CSV,ECHO Link CSV,Response Link CSV,RE-Powering CSV,FRS Link CSV,Map Site CSV
MICRO METRICS INC,17 CR INDUSTRIAL PARK,ROCKPORT,ME,04856,KNOX,MED071730220,,https://www.epa.gov/hwcorrectiveactionsites/epa-rcra-id-MED071730220,,https://echo.epa.gov/detailed-facility-report?fid=110042021941,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110042021941,"https://map22.epa.gov/cimc/latLong&params=44.200634,-69.067839"
PHARMARON MANUFACTURING SERVICES (US) LLC,500A WASHINGTON ST,COVENTRY,RI,02816,KENT,RID001805670,,https://www.epa.gov/hwcorrectiveactionsites/epa-rcra-id-RID001805670,,https://echo.epa.gov/detailed-facility-report?fid=110040900237,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110040900237,"https://map22.epa.gov/cimc/latLong&params=41.693466,-71.538618"
SOUTH SUBURBAN RECYCLING & DISPOSAL FACILITY,3415 TOWNSHIP 447 RD,GLENFORD,OH,43739,PERRY,OHR000110221,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:OHR000110221,,https://echo.epa.gov/detailed-facility-report?fid=110041564287,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110041564287,"https://map22.epa.gov/cimc/latLong&params=39.9086,-82.2494"
GOLDSTONE DEEP SPACE COMMUNICATION COMPLEX,93 GOLDSTONE RD,FORT IRWIN,CA,92310,SAN BERNARDINO,CA7800020391,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0903440,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110041967271,"https://map22.epa.gov/cimc/latLong&params=34.896667,-117.021667"
PHILLIPS 66 BAYWAY REFINERY,1400 PARK AVENUE,LINDEN,NJ,07036,UNION,NJD062037031,,https://www.epa.gov/node/187337,,https://echo.epa.gov/detailed-facility-report?fid=110041133163,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110041133163,"https://map22.epa.gov/cimc/latLong&params=40.6365,-74.2199"
USACOE - W G HUXTABLE PUMPING PLANT,5825 LEE 501 RD,MARIANNA,AR,72360,LEE,AR7210899996,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605457,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110041169801,"https://map22.epa.gov/cimc/latLong&params=,"
ABBVIE INC,1401 SHERIDAN RD-BLD M3B,NORTH CHICAGO,IL,60064,LAKE,ILD055409940,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:ILD055409940,,https://echo.epa.gov/detailed-facility-report?fid=110041188773,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110041188773,"https://map22.epa.gov/cimc/latLong&params=42.334501,-87.836115"
GRH 2011 LLC,2850 CHERRY RD,ROCK HILL,SC,29730,YORK,SCD003159928,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:SCD003159928,,https://echo.epa.gov/detailed-facility-report?fid=110042025509,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110042025509,"https://map22.epa.gov/cimc/latLong&params=34.9789,-80.98067"
GM PONTIAC NORTH CAMPUS,260 EAST BEVERLY AVENUE,PONTIAC,MI,48340,OAKLAND,MID005356886,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:MID005356886,,https://echo.epa.gov/detailed-facility-report?fid=110042030245,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110042030245,"https://map22.epa.gov/cimc/latLong&params=42.6621,-83.2861"
BONNEVILLE DAM,DAM RD,CASCADE LOCKS,OR,97014,HOOD RIVER,OR0140113218,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1001486,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110041990432,"https://map22.epa.gov/cimc/latLong&params=45.47611,-121.945"
ATKEMIX TEN INC,6200 CAMPGROUND ROAD,LOUISVILLE,KY,40216,JEFFERSON,KYD006372197,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:KYD006372197,,https://echo.epa.gov/detailed-facility-report?fid=110042037729,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110042037729,"https://map22.epa.gov/cimc/latLong&params=38.19972,-85.87037"
US ARMY FORT HOOD RANGE FACILITY,"BLDG 4219, 77TH & WAREHOUSE AVE",FORT HOOD,TX,76544,CORYELL COUNTY,TX8214020424,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TX8214020424,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0603614,https://echo.epa.gov/detailed-facility-report?fid=110042005264,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110042005264,"https://map22.epa.gov/cimc/latLong&params=31.125278,-97.784166"
CLEAN HARBORS ENVIRONMENTAL SERVICES INC,2247 S HWY 71,KIMBALL,NE,69145,KIMBALL,NED981723513,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:NED981723513,,https://echo.epa.gov/detailed-facility-report?fid=110041638458,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110041638458,"https://map22.epa.gov/cimc/latLong&params=41.154424,-103.659"
"GIANT RESOURCE RECOVERY-ARVONIA, INC.",11049-A BRIDGEPORT ROAD,ARVONIA,VA,23004,BUCKINGHAM,VAR000518878,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:VAR000518878,,https://echo.epa.gov/detailed-facility-report?fid=110041686226,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110041686226,"https://map22.epa.gov/cimc/latLong&params=37.711335,-78.321034"
EL PASO REFINERY,6500 TROWBRIDGE DRIVE,EL PASO,TX,79905,EL PASO COUNTY,TXD007399025,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TXD007399025,,https://echo.epa.gov/detailed-facility-report?fid=110042061238,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110042061238,"https://map22.epa.gov/cimc/latLong&params=31.768889,-106.401667"
GE APPLIANCES (HAIER US APPLIANCE SOLUTIONS),4000 BUECHEL BANK RD,LOUISVILLE,KY,40225,JEFFERSON,KYD006387021,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:KYD006387021,,https://echo.epa.gov/detailed-facility-report?fid=110042071003,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110042071003,"https://map22.epa.gov/cimc/latLong&params=38.17804,-85.65013"
SOUTHERN WOOD PIEDMONT COMPANY,403 WEST 33RD STREET,CHATTANOOGA,TN,37410,HAMILTON,TND003327400,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TND003327400,,https://echo.epa.gov/detailed-facility-report?fid=110043086175,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043086175,"https://map22.epa.gov/cimc/latLong&params=35.01357,-85.31112"
U.S. VA HUDSON VALLEY HEALTHCARE SYSTEM - MONTROSE CAMPUS,2094 ALBANY POST RD,MONTROSE,NY,10548,WESTCHESTER,NYD135495604,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0206696,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043092293,"https://map22.epa.gov/cimc/latLong&params=41.245127,-73.926474"
CROWN BEVERAGE PACKAGING CO INC,174 W CHESTNUT ST,MANKATO,MN,56001,BLUE EARTH,MND006155071,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:MND006155071,,https://echo.epa.gov/detailed-facility-report?fid=110042286530,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110042286530,"https://map22.epa.gov/cimc/latLong&params=44.18136,-93.99096"
WYNN ROAD LANDFARM,1040 WYNN ROAD,OREGON,OH,43616,LUCAS,OHD000721415,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:OHD000721415,,https://echo.epa.gov/detailed-facility-report?fid=110043967464,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043967464,"https://map22.epa.gov/cimc/latLong&params=41.67079,-83.42949"
CEE ASSOC,80 PICKETT DISTRICT RD,NEW MILFORD,CT,06776,LITCHFIELD,CTD044121697,,https://www.epa.gov/hwcorrectiveactionsites/epa-rcra-id-CTD044121697,,https://echo.epa.gov/detailed-facility-report?fid=110043979638,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043979638,"https://map22.epa.gov/cimc/latLong&params=41.55539,-73.41029"
TVA KENTUCKY HYDRO PLANT,HWY 62 & 641,GILBERTSVILLE,KY,42044,MARSHALL,KY0640006656,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0405861,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043980626,"https://map22.epa.gov/cimc/latLong&params=37.03,-88.301667"
ATOFINA CHEMICALS INC,SOUTH ST,HOLMDEL,NJ,07733,MONMOUTH,NJD052788528,,https://www.epa.gov/node/187215,,https://echo.epa.gov/detailed-facility-report?fid=110043981867,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043981867,"https://map22.epa.gov/cimc/latLong&params=40.411361,-74.146007"
DELPHI AUTOMOTIVE SYSTEMS LLC - DAYTON PLANT 3 (0857040017),1435 CINCINNATI STREET P.O. BOX 1245,DAYTON,OH,45401,MONTGOMERY,OHD060928561,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:OHD060928561,,https://echo.epa.gov/detailed-facility-report?fid=110043570695,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043570695,"https://map22.epa.gov/cimc/latLong&params=39.73497,-84.20679"
US DOD NAS KEY WEST,HWY 1,KEY WEST,FL,33040,MONROE,FL2170024473,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404769,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043694124,"https://map22.epa.gov/cimc/latLong&params=24.551667,-81.796667"
USDA FS COLVILLE NF: LONGSHOT MINE & MILL,11 MI NE OF COLVILLE,COLVILLE,WA,99114,STEVENS,WAN001002968,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1002968,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043696756,"https://map22.epa.gov/cimc/latLong&params=,"
COLUMBUS AIR FORCE BASE,555 SIMLER BLVD,COLUMBUS AFB,MS,39710,LOWNDES,MS7570024060,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0402515,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110044414808,"https://map22.epa.gov/cimc/latLong&params=33.618333,-88.434444"
KENTUCKY ELECTRIC STEEL COMPANY,2704 S BIG RUN RD,ASHLAND,KY,41102,BOYD,KYD000207282,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:KYD000207282,,https://echo.epa.gov/detailed-facility-report?fid=110043800492,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043800492,"https://map22.epa.gov/cimc/latLong&params=38.36882,-82.76125"
EXXONMOBIL BATON ROUGE REFINERY,4045 SCENIC HIGHWAY,BATON ROUGE,LA,70805,EAST BATON ROUGE PARISH,LAD062662887,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:LAD062662887,,https://echo.epa.gov/detailed-facility-report?fid=110043804185,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043804185,"https://map22.epa.gov/cimc/latLong&params=30.484917,-91.17392"
"ST. PAUL PARK REFINING COMPANY, LLC",301 ST PAUL PARK RD,SAINT PAUL PARK,MN,55071,WASHINGTON,MND006162820,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:MND006162820,,https://echo.epa.gov/detailed-facility-report?fid=110043813816,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043813816,"https://map22.epa.gov/cimc/latLong&params=44.850583,-93.002139"
ELECTRO-THERM INC,24600 MEETING HOUSE RD,DENTON,MD,21629,CAROLINE,MDD043375757,,https://www.epa.gov/node/111783,,https://echo.epa.gov/detailed-facility-report?fid=110043856538,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110043856538,"https://map22.epa.gov/cimc/latLong&params=38.895556,-75.851667"
JEA NORTHSIDE GENERATING STATION,4377 HECKSCHER DR,JACKSONVILLE,FL,32226,DUVAL COUNTY,FLD000735860,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:FLD000735860,,https://echo.epa.gov/detailed-facility-report?fid=110045693692,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110045693692,"https://map22.epa.gov/cimc/latLong&params=30.42509,-81.5525"
TRENT TUBE DIV FULLERTON OPERATION,2100 E ORANGETHORPE AVENUE,FULLERTON,CA,92834,ORANGE,CAD008325110,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:CAD008325110,,https://echo.epa.gov/detailed-facility-report?fid=110046085375,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110046085375,"https://map22.epa.gov/cimc/latLong&params=33.85964,-117.89402"
AEX ARSR,1059 FAA AVE,ALEXANDRIA,LA,71311,RAPIDES,LAR000075002,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605416,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110044972214,"https://map22.epa.gov/cimc/latLong&params=31.31444,-92.53083"
WILEY POST–WILL ROGERS MEMORIAL AIRPORT,1741 AHKOVAK ST,UTQIAGVIK,AK,99723,NORTH SLOPE,AK1690502439,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1001716,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110046318891,"https://map22.epa.gov/cimc/latLong&params=71.291667,-156.783333"
REVITALIZING AUTO COMMUNITIES ENVIRONMENTAL RESPONCE TRUST,660 SOUTH BLVD E,PONTIAC,MI,48341,OAKLAND,MID005356902,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:MID005356902,,https://echo.epa.gov/detailed-facility-report?fid=110045414093,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110045414093,"https://map22.epa.gov/cimc/latLong&params=42.61976,-83.26296"
PHIBRO-TECH,1000 N 1ST ST,GARLAND,TX,75040,DALLAS,TXD047823265,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TXD047823265,,https://echo.epa.gov/detailed-facility-report?fid=110045562805,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110045562805,"https://map22.epa.gov/cimc/latLong&params=32.92259,-96.63065"
USAF LRRS MURPHY DOME,MURPHY DOME RD,FAIRBANKS,AK,99709,FAIRBANKS NORTH STAR,AK1570028679,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1001475,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110045587664,"https://map22.epa.gov/cimc/latLong&params=64.95,-148.333333"
CHALMETTE REFINING LLC,500 W ST BERNARD HWY,CHALMETTE,LA,70044,ST. BERNARD,LAD008179707,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:LAD008179707,,https://echo.epa.gov/detailed-facility-report?fid=110045634774,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110045634774,"https://map22.epa.gov/cimc/latLong&params=29.936411,-89.972954"
USCG OLD STATION LUDINGTON,101 S. LAKESHOREDRIVE,LUDINGTON,MI,49431,MASON,MIN000510856,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510856,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110054629201,"https://map22.epa.gov/cimc/latLong&params=43.953683,-86.46939"
US CORP OF ENGR CANAL SITE,MAIN ST,SAINT GEORGES,DE,19733,NEW CASTLE,DE0960009611,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300189,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110054495097,"https://map22.epa.gov/cimc/latLong&params=39.619444,-75.652778"
USCG BEAVER ISLAND HIGH LEVEL SITE,S END RD,BEAVER ISLAND,MI,49782,CHARLEVOIX,MIN000510850,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510850,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110054628827,"https://map22.epa.gov/cimc/latLong&params=45.57575,-85.572883"
USCG MENAGERIE ISLAND LIGHT STATION,ISLE ROYALE NATIONAL PARK,UNNICORPORATED,MI,49930,KEWEENAW,MIN000510854,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510854,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110054628872,"https://map22.epa.gov/cimc/latLong&params=47.90308,-88.548015"
NATIONAL INSTITUTE OF ENV HEALTH SCIENCE,111 TW ALEXANDER DR,DURHAM,NC,27709,DURHAM,NC2750890004,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:NC2750890004,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404777,https://echo.epa.gov/detailed-facility-report?fid=110055107539,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110055107539,"https://map22.epa.gov/cimc/latLong&params=35.8831,-78.878183"
NATIONAL INSTITUTE OF ENV HEALTH SCIENCE,111 TW ALEXANDER DR,DURHAM,NC,27709,DURHAM,NC1750890005,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403175,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110055107539,"https://map22.epa.gov/cimc/latLong&params=35.996667,-78.896667"
USDA FS MT. BAKER-SNOQUALMIE NF: CASHMAN MILL/APEX MILL SI,201 NE LOWE CREEK RD,BARING,WA,98224,KING,WAN001003129,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1003129,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110055497350,"https://map22.epa.gov/cimc/latLong&params=,"
PIONEER AMERICAS LLC D/B/A/ OLIN CHLOR ALKALI,4205 HIGHWAY 75,ST. GABRIEL,LA,70776,IBERVILLE,LAD062666540,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:LAD062666540,,https://echo.epa.gov/detailed-facility-report?fid=110056959073,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110056959073,"https://map22.epa.gov/cimc/latLong&params=30.241508,-91.105631"
BUZZI UNICEM USA - GREENCASTLE PLANT,3301 S COUNTY ROAD 150 W,GREENCASTLE,IN,46135,PUTNAM,IND006419212,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:IND006419212,,https://echo.epa.gov/detailed-facility-report?fid=110056963451,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110056963451,"https://map22.epa.gov/cimc/latLong&params=39.616615,-86.868632"
CABOT CORP FMO DIV,700 EAST US HWY 36 WEST,TUSCOLA,IL,61953,DOUGLAS,ILD042075333,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:ILD042075333,,https://echo.epa.gov/detailed-facility-report?fid=110056963488,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110056963488,"https://map22.epa.gov/cimc/latLong&params=39.795318,-88.338172"
TEXAS CITY REFINERY,502 10TH STREET SOUTH,TEXAS CITY,TX,77590,GALVESTON COUNTY,TXD008079501,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TXD008079501,,https://echo.epa.gov/detailed-facility-report?fid=110056967368,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110056967368,"https://map22.epa.gov/cimc/latLong&params=29.379167,-94.909444"
"KOPPERS, INC.",198 FAIRGROUNDS RD,GUTHRIE,KY,42234,TODD,KYD006383392,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:KYD006383392,,https://echo.epa.gov/detailed-facility-report?fid=110057288545,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110057288545,"https://map22.epa.gov/cimc/latLong&params=36.64449,-87.1537"
"ALUMINUM FINISHING, LLC.",220 W 2ND ST,ADEL,GA,31620,COOK,GAD003308335,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:GAD003308335,,https://echo.epa.gov/detailed-facility-report?fid=110057876678,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110057876678,"https://map22.epa.gov/cimc/latLong&params=31.139347,-83.425219"
MOTIVE POWER,4600 APPLE ST,BOISE,ID,83716,ADA,IDD980976831,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:IDD980976831,,https://echo.epa.gov/detailed-facility-report?fid=110057943999,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110057943999,"https://map22.epa.gov/cimc/latLong&params=43.558555,-116.16967"
UNION CARBIDE CORPORATION - SOUTH CHARLESTON PLANT,437 MCCORKLE AVE SW,SOUTH CHARLESTON,WV,25303,KANAWHA,WVD005005483,,https://www.epa.gov/node/127027,,https://echo.epa.gov/detailed-facility-report?fid=110059005384,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110059005384,"https://map22.epa.gov/cimc/latLong&params=38.369773,-81.683326"
US AIR FORCE PLANT - PJKS,12257 S  WADSWORTH BLVD,LITTLETON,CO,80125,JEFFERSON,CO7570090038,,https://www.epa.gov/hwcorrectiveactionsites/epa-rcra-id-CO7570090038,,https://echo.epa.gov/detailed-facility-report?fid=110060948453,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110060948453,"https://map22.epa.gov/cimc/latLong&params=39.500004,-105.0916"
"CYTEC INDUSTRIES, INC",#1 HEILMAN AVENUE,BELMONT,WV,26134,PLEASANTS,WVD004341491,,https://www.epa.gov/node/128597,,https://echo.epa.gov/detailed-facility-report?fid=110060638653,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110060638653,"https://map22.epa.gov/cimc/latLong&params=39.35677,-81.309899"
U.S. DOE WASTE ISOLATION PILOT PLANT,34 LOUIS WHITLOCK ROAD,CARLSBAD,NM,88220,EDDY,NM4890139088,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:NM4890139088,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605185,https://echo.epa.gov/detailed-facility-report?fid=110060818735,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110060818735,"https://map22.epa.gov/cimc/latLong&params=32.375,-103.791667"
ENRX FORMERLY - VOELKER ANALYSIS SITE,766 NEW BABCOCK STREET,BUFFALO,NY,14206,ERIE,NYD991291782,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:NYD991291782,,https://echo.epa.gov/detailed-facility-report?fid=110060825406,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110060825406,"https://map22.epa.gov/cimc/latLong&params=42.88378,-78.82492"
TRC SPENT CATHODE STORAGE PILE,"ROUTE 2, SOUTH",RAVENSWOOD,WV,26164,JACKSON,WVD988766127,,https://www.epa.gov/node/127013,,https://echo.epa.gov/detailed-facility-report?fid=110060681016,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110060681016,"https://map22.epa.gov/cimc/latLong&params=38.936225,-81.830026"
USDA ARS ID DUBOIS SHEEP EXPERIMENT STATION,MODOC RD,DUBOIS,ID,83423,CLARK,ID9120507323,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1001480,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110063633554,"https://map22.epa.gov/cimc/latLong&params=44.263611,-112.251111"
CAMP WESLEY HARRIS NAVAL RESERVATION,SEABECK HWY NW,BREMERTON,WA,98312,KITSAP,WA1170090061,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1001103,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110063636383,"https://map22.epa.gov/cimc/latLong&params=47.606111,-122.736111"
US NAVAL WEAPONS INDUSTRIAL RESERVE PLANT,1701 BLUEBONNET PKWY,MC GREGOR,TX,76657,MCLENNAN,TX9170024708,,https://cimc.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:TX9170024708,,https://echo.epa.gov/detailed-facility-report?fid=110064116932,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064116932,"https://map22.epa.gov/cimc/latLong&params=31.403786,-97.447784"
SOMERTON LANDFILL,S OF AZ 95 AT 16TH. ST & AVE B,SOMERTON,AZ,85350,YUMA COUNTY,AZ0140090069,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0903871,,,,https://frs-public.epa.gov/ords/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110064793282,"https://map22.epa.gov/cimc/latLong&params=32.596667,-114.71"
